0,af13598cf94b00dab610f0a023d6ed4652dfb4199371b5688e616c1572706085
1,46d8ab1a8d80e8b59bb03a4d4fd9eabdc29039a8d45461ce7030acbe3484842f
2,b22983e59bfb12184bc3c6fbff9bd32a0813a26a6e4f5bbc104fa72251fd3e66
3,89339be7b08d8d6ff48c9ae2b6835872bbcf03756e4f06d0ec7fb3e0cebd76da
4,ee09a5390ce18f2f452c505fb63187b8d0277a65b62f392a1deebbcdc7d35f91
5,e1de7680e2a478abe8a765358afccf75d11916e1798b6b2256960b53eca0cd23
6,bf01b6c41655b36a7de3ac48b07b49896a232bcddf79ecba4d491243febd5f1e
7,87fc241285efe5d5afa7cf0e8a1825a0c37fecea2831bb50bd4b96105f5357f9
8,def95dc873fe99ebd42345b7d55c3b2b1fee3a737ad20f631a08a8325b21ab7e
9,91747c32c07961e3dc7f42ef5ea0caaca240babbe3c152be0e626c9c99b25e05
10,5b8d83cb089674567d19a4ad2d5774b415aaba0ae7cf810c7492740513c77666
11,885b38c19639a3989b57a71627feb2f115bfdbb7833c5304fc24bd934f7011ec
12,c3f5f613e996216725ac1e20781893c020df98dfa32ceda8e964297b5fe816bd
13,37364cddeeee2d5ce5af845ce982f64d47fd5f99c82b27e63fccbd70244d1d70
14,e81a83d5befa3e8febdda122a22254eeb9202e77055800c8f59e93d41fe68eb5
15,2533e2751121a3460a7f4fcba1397d132045353752dbf26c4452d2c8cadec795
16,615d54fc47c9411382977efdd6100124b93653329afb5ad69299ead24728b058
17,5f973ee2690cc1d7866e2398d82749732865246946aa307c440d2b055fc694c2
18,2d620070c81fe4306fc9cce3902392c7e258346767b1ff677a235f98382e628d
19,60292069bfed4b079c083b4b8caca39a914afb5b435d30442f96f973e251a899
20,0e7fe97c89010e68a2ea1eeabddcbd2ac77ae37a852de0a5a73c06a9d2b48606
21,186ba511eb0d4bb352336344a882ce8b7f733bc0a2862bfa822985c6a26848ab
22,a0b5c03907e7392d6e8fae39d2d1ce00671ca75832226a42883e8f81d7ca1417
